repo	version	path	tool_id	sha256
antmarge/singlefitness	8d889fc6abf2	singleFitness.xml	singleFitness	b53f53e3b30861503abfc782041231dc147b6ba38136e6964d55836ebc54ef8c
arkarachai-fungtammasan/fakename	99ec84eb0bab	GenotypingSTR.xml	GenotypeSTR	4321a13658c31903bb4c625f7046a5b88d2bb9dc4c80804ee9af2bdd98faf85c
arkarachai-fungtammasan/fakename	99ec84eb0bab	PEsortedSAM2readprofile.xml	PEsortedSAM2readprofile	dd3d0b981b2e3a0e404b235eb13b4966249d52afae5ab9f04490db95c29f7aae
arkarachai-fungtammasan/fakename	99ec84eb0bab	combineprobforallelecombination.xml	combineproballelecom	4babbcdeec51c2d3c753b76dcdd5bc5256868b3951e1af5e12336d2ead3e11e1
arkarachai-fungtammasan/fakename	99ec84eb0bab	fetchflank.xml	fetchflank	306cdf6382f6c128b8781ae8834be8528b7bf3e24e9bf77d2c95293e637c1808
arkarachai-fungtammasan/fakename	99ec84eb0bab	microsatcompat.xml	microsatcompat	0824f8e126276d03c12d25c8d0016abc17560073cd89a13ddd606e7b3ad5a595
arkarachai-fungtammasan/fakename	99ec84eb0bab	microsatellite.xml	microsatellite	96a769ba0b3261f8eef9f747bfa64cd369b3f0a09318c8e4cda9f340ccc43c22
arkarachai-fungtammasan/fakename	99ec84eb0bab	microsatpurity.xml	microsatpurity	661718202fa221d0d1fca715c6555d47db5ca599f7c4e5cf1c69339190031c31
arkarachai-fungtammasan/fakename	99ec84eb0bab	probvalueforhetero.xml	heteroprob	e78bae351e9cb1c90d44898d4280233afec7e40abba5d25d1906dd89f1e812e1
arkarachai-fungtammasan/fakename	99ec84eb0bab	profilegenerator.xml	Profilegenerator	d488e8e7c896b6dd9606e448f0161c6337bd4acaa95c4cbca25b4130e0219e5d
arkarachai-fungtammasan/fakename	99ec84eb0bab	readdepth2sequencingdepth.xml	readdepth2seqdepth	0e203050dfeb6c4fbfd7897372be042fd2dc7a8aade05c9fb98f8ca12acd330b
arkarachai-fungtammasan/fakename	99ec84eb0bab	space2underscore_readname.xml	space2underscore_readname	8bd5fd792babd8c3fccc9c5a41ab40fb8430f46d7e3a2b741076e75f435051b5
arkarachai-fungtammasan/str_fm	20dc70f85ff7	GenotypingSTR.xml	GenotypeSTR	ef5196576d90b2c20ebe49008e99c4dc1224b4727b6e894d6a543df5ea39a2b1
